name,date,year_of_production,length_min,age_restriction,country,time,price
Грация,2026-05-18,2025,131,18+,Италия,15:55,320
Своя в доску,2026-05-18,2026,90,6+,Россия,17:25,390
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,18:35,390
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,19:25,390
Коммерсант,2026-05-18,2025,,18+,Россия,20:55,390
Шурале,2026-05-18,2025,90,18+,Россия,21:35,390
Патэма наоборот,2026-05-18,2013,98,12+,Япония,10:25,180
Разговор,2026-05-18,1974,113,18+,США,12:20,230
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",14:35,230
Шурале,2026-05-18,2025,90,18+,Россия,16:05,270
Возвращение кота,2026-05-18,2002,75,0+,Япония,16:50,230
Вверх по волшебному дереву,2026-05-18,2026,110,6+,Великобритания,18:05,330
Лабиринт,2026-05-18,2025,115,16+,Япония,18:25,270
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,20:20,330
Ходячий замок,2026-05-18,2004,119,6+,Япония,20:45,270
Вот это драма!,2026-05-18,2026,106,18+,США,10:25,220
Вот это драма!,2026-05-18,2026,106,18+,США,16:45,350
Вот это драма!,2026-05-18,2026,106,18+,США,21:05,420
На гребне волны,2026-05-18,1991,120,16+,США,12:35,250
Грация,2026-05-18,2025,131,18+,Италия,13:45,320
Грация,2026-05-18,2025,131,18+,Италия,18:35,420
Шурале,2026-05-18,2025,90,18+,Россия,14:50,320
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,16:25,350
Коммерсант,2026-05-18,2025,,18+,Россия,19:00,420
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",21:15,420
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,10:35,230
Коммерсант,2026-05-18,2025,,18+,Россия,10:45,230
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,12:55,270
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,15:15,370
Шурале,2026-05-18,2025,90,18+,Россия,13:10,270
Грация,2026-05-18,2025,131,18+,Италия,14:25,370
Возвращение кота,2026-05-18,2002,75,0+,Япония,16:50,370
Солнце моё,2026-05-18,2023,96,16+,"Великобритания, США",17:00,420
Вот это драма!,2026-05-18,2026,106,18+,США,18:30,420
Вот это драма!,2026-05-18,2026,106,18+,США,21:20,420
Хокум,2026-05-18,2026,107,18+,"Ирландия, ОАЭ, США",19:10,420
Полутон,2026-05-18,2025,94,18+,Канада,20:45,420
На гребне волны,2026-05-18,1991,120,16+,США,10:35,180
Человек-бензопила. Фильм: История Резе,2026-05-18,2025,99,18+,,13:05,230
Разговор,2026-05-18,1974,113,18+,США,15:10,250
Лео и Тиг. Дорога на Байкал,2026-05-18,2026,65,6+,Россия,15:55,290
Своя в доску,2026-05-18,2026,90,6+,Россия,17:20,350
Полутон,2026-05-18,2025,94,18+,Канада,17:30,280
Коммерсант,2026-05-18,2025,,18+,Россия,19:20,350
Ведьмина служба доставки,2026-05-18,1989,103,6+,Япония,19:30,280
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,21:25,350
Патэма наоборот,2026-05-18,2013,98,12+,Япония,21:35,280
Ждун 2,2026-05-18,2026,,6+,Россия,11:15,380
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,13:15,420
Ангелы Ладоги,2026-05-18,2026,,12+,Россия,19:40,480
Своя в доску,2026-05-18,2026,90,6+,Россия,15:35,420
Семь верст до рассвета,2026-05-18,2026,102,16+,Россия,17:35,480
Королевство полной луны,2026-05-18,2012,90,12+,США,13:00,650
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",16:00,650
Коммерсант,2026-05-18,2025,,18+,Россия,19:00,650
Разговор,2026-05-18,1974,113,18+,США,13:40,250
Посторонний,2026-05-18,2025,122,18+,,15:50,350
Ускользающая красота,2026-05-18,1995,118,16+,"Италия, Франция, Великобритания",18:10,350
Чунгкингский экспресс,2026-05-18,1994,98,18+,Гонконг,20:20,350
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,09:25,200
Разговор,2026-05-19,1974,113,18+,США,10:00,180
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,10:50,200
Ходячий замок,2026-05-19,2004,119,6+,Япония,12:10,200
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,13:05,280
Небесный замок Лапута,2026-05-19,1986,125,12+,Япония,14:25,230
Своя в доску,2026-05-19,2026,90,6+,Россия,15:20,350
Вот это драма!,2026-05-19,2026,106,18+,США,15:45,280
Посторонний,2026-05-19,2025,122,18+,,16:40,250
Грация,2026-05-19,2025,131,18+,Италия,17:15,440
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,17:55,330
На гребне волны,2026-05-19,1991,120,16+,США,19:00,270
Хокум,2026-05-19,2026,107,18+,"Ирландия, ОАЭ, США",19:50,440
Коммерсант,2026-05-19,2025,,18+,Россия,20:00,330
Полутон,2026-05-19,2025,94,18+,Канада,21:10,270
Шурале,2026-05-19,2025,90,18+,Россия,21:55,440
Грузовички,2026-05-19,2026,,6+,Россия,09:35,190
Ждун 2,2026-05-19,2026,,6+,Россия,10:20,190
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,11:15,250
Своя в доску,2026-05-19,2026,90,6+,Россия,12:25,250
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,14:30,320
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,19:30,390
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,15:55,320
Унесённые призраками,2026-05-19,2001,125,12+,Япония,16:50,320
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,17:20,390
Шурале,2026-05-19,2025,90,18+,Россия,19:20,390
На гребне волны,2026-05-19,1991,120,16+,США,21:20,390
Коммерсант,2026-05-19,2025,,18+,Россия,21:50,390
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,09:45,190
Навсикая из Долины ветров,2026-05-19,1984,117,16+,"Япония, США",10:35,180
Ускользающая красота,2026-05-19,1995,118,16+,"Италия, Франция, Великобритания",12:45,230
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,13:15,290
Унесённые призраками,2026-05-19,2001,125,12+,Япония,14:55,230
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,15:20,340
Порко Россо,2026-05-19,2008,94,12+,Япония,17:10,280
Вот это драма!,2026-05-19,2026,106,18+,США,17:30,380
Олдбой,2026-05-19,2003,120,18+,Южная Корея,18:55,280
Коммерсант,2026-05-19,2025,,18+,Россия,19:30,380
Разговор,2026-05-19,1974,113,18+,США,21:10,280
Грация,2026-05-19,2025,131,18+,Италия,21:20,380
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,10:00,320
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,13:30,420
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,10:00,320
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,14:25,420
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,19:10,470
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,10:20,320
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,14:50,420
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,19:20,470
Домовенок Кузя-2,2026-05-19,2026,90,6+,,11:10,370
Домовенок Кузя-2,2026-05-19,2026,90,6+,,15:00,420
Коммерсант,2026-05-19,2025,,18+,Россия,11:10,370
Коммерсант,2026-05-19,2025,,18+,Россия,14:55,420
Коммерсант,2026-05-19,2025,,18+,Россия,19:30,470
Коммерсант,2026-05-19,2025,,18+,Россия,21:50,470
Приключения желтого чемоданчика,2026-05-19,2026,,6+,Россия,11:30,370
Вот это драма!,2026-05-19,2026,106,18+,США,12:10,370
Вот это драма!,2026-05-19,2026,106,18+,США,17:10,470
Вот это драма!,2026-05-19,2026,106,18+,США,21:40,470
Своя в доску,2026-05-19,2026,90,6+,Россия,12:45,370
Своя в доску,2026-05-19,2026,90,6+,Россия,17:15,470
Возвращение кота,2026-05-19,2002,75,0+,Япония,13:15,420
Моя собака — космонавт,2026-05-19,2025,120,6+,,13:25,420
Моя собака — космонавт,2026-05-19,2025,120,6+,,17:55,470
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,15:45,420
Грация,2026-05-19,2025,131,18+,Италия,16:30,420
Грация,2026-05-19,2025,131,18+,Италия,21:20,470
Шурале,2026-05-19,2025,90,18+,Россия,17:05,470
Ускользающая красота,2026-05-19,1995,118,16+,"Италия, Франция, Великобритания",19:00,470
Хокум,2026-05-19,2026,107,18+,"Ирландия, ОАЭ, США",20:10,470
Разговор,2026-05-19,1974,113,18+,США,21:25,470
Чунгкингский экспресс,2026-05-19,1994,98,18+,Гонконг,10:00,190
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,10:20,190
Ветер крепчает,2026-05-19,2014,126,12+,Япония,11:50,250
Шурале,2026-05-19,2025,90,18+,Россия,12:30,240
Пролетая над гнездом кукушки,2026-05-19,1975,133,18+,США,14:10,250
Вот это драма!,2026-05-19,2026,106,18+,США,14:20,290
Грация,2026-05-19,2025,131,18+,Италия,16:30,290
Ходячий замок,2026-05-19,2004,119,6+,Япония,16:50,250
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,19:00,360
Мой сосед Тоторо,2026-05-19,2008,86,6+,Япония,19:15,250
Коммерсант,2026-05-19,2025,,18+,Россия,21:00,360
2046,2026-05-19,,128,18+,"Китай, Франция, Германия, Гонконг",21:10,250
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,10:00,370
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,13:25,470
Приключения желтого чемоданчика,2026-05-19,2026,,6+,Россия,10:20,370
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,10:20,370
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,14:40,470
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,19:10,570
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,11:15,420
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,17:40,570
Своя в доску,2026-05-19,2026,90,6+,Россия,12:10,420
Своя в доску,2026-05-19,2026,90,6+,Россия,15:40,470
Своя в доску,2026-05-19,2026,90,6+,Россия,19:25,570
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,12:15,420
Мой сосед Тоторо,2026-05-19,2008,86,6+,Япония,12:50,420
Вот это драма!,2026-05-19,2026,106,18+,США,13:35,470
Вот это драма!,2026-05-19,2026,106,18+,США,17:50,570
Вот это драма!,2026-05-19,2026,106,18+,США,22:05,570
Грация,2026-05-19,2025,131,18+,Италия,14:15,470
Грация,2026-05-19,2025,131,18+,Италия,21:30,570
Коммерсант,2026-05-19,2025,,18+,Россия,15:45,470
Коммерсант,2026-05-19,2025,,18+,Россия,20:00,570
Ускользающая красота,2026-05-19,1995,118,16+,"Италия, Франция, Великобритания",16:55,470
Моя собака — космонавт,2026-05-19,2025,120,6+,,17:00,570
Хокум,2026-05-19,2026,107,18+,"Ирландия, ОАЭ, США",19:40,570
Разговор,2026-05-19,1974,113,18+,США,21:25,570
Шурале,2026-05-19,2025,90,18+,Россия,21:45,570
"Дом, который построил Джек",2026-05-19,2018,152,18+,"Дания, Франция, Германия, Швеция",10:00,190
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,12:50,250
Красавица,2026-05-19,2026,,12+,,13:25,250
Коммерсант,2026-05-19,2025,,18+,Россия,15:05,320
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,15:35,320
Шурале,2026-05-19,2025,90,18+,Россия,17:00,390
Принцесса Мононоке,2026-05-19,2010,134,12+,Япония,17:10,390
Своя в доску,2026-05-19,2026,90,6+,Россия,18:55,390
Порко Россо,2026-05-19,2008,94,12+,Япония,19:50,390
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,20:55,390
На гребне волны,2026-05-19,1991,120,16+,США,21:45,390
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,10:05,220
Вот это драма!,2026-05-19,2026,106,18+,США,10:20,220
Вот это драма!,2026-05-19,2026,106,18+,США,15:00,350
Вот это драма!,2026-05-19,2026,106,18+,США,21:50,420
Грация,2026-05-19,2025,131,18+,Италия,12:20,250
Грация,2026-05-19,2025,131,18+,Италия,16:30,350
Грация,2026-05-19,2025,131,18+,Италия,21:30,420
Шурале,2026-05-19,2025,90,18+,Россия,12:30,250
Коммерсант,2026-05-19,2025,,18+,Россия,14:25,320
На гребне волны,2026-05-19,1991,120,16+,США,17:10,420
Разговор,2026-05-19,1974,113,18+,США,19:10,420
Обсессия,2026-05-19,2025,100,18+,США,19:30,420
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,10:05,370
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,14:35,470
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,19:00,570
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,10:40,370
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,12:50,420
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,17:15,570
Своя в доску,2026-05-19,2026,90,6+,Россия,10:50,370
Своя в доску,2026-05-19,2026,90,6+,Россия,13:15,470
Своя в доску,2026-05-19,2026,90,6+,Россия,17:10,570
Коммерсант,2026-05-19,2025,,18+,Россия,11:00,420
Коммерсант,2026-05-19,2025,,18+,Россия,15:20,470
Коммерсант,2026-05-19,2025,,18+,Россия,19:40,570
Моя собака — космонавт,2026-05-19,2025,120,6+,,11:05,420
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,12:15,420
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,15:00,470
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,16:40,470
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,12:45,420
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,16:20,470
Вот это драма!,2026-05-19,2026,106,18+,США,13:05,470
Вот это драма!,2026-05-19,2026,106,18+,США,17:25,570
Вот это драма!,2026-05-19,2026,106,18+,США,21:50,570
Ждун 2,2026-05-19,2026,,6+,Россия,14:15,470
Приключения желтого чемоданчика,2026-05-19,2026,,6+,Россия,15:15,470
Ускользающая красота,2026-05-19,1995,118,16+,"Италия, Франция, Великобритания",17:45,570
Разговор,2026-05-19,1974,113,18+,США,19:10,570
Великая красота,2026-05-19,2013,142,18+,"Италия, Франция",19:30,570
TheatreHD: Черняков. Юлий Цезарь в Египте,2026-05-19,2025,200,18+,,20:00,1100
Грация,2026-05-19,2025,131,18+,Италия,21:15,570
Хокум,2026-05-19,2026,107,18+,"Ирландия, ОАЭ, США",21:35,570
Шурале,2026-05-19,2025,90,18+,Россия,22:10,570
Ходячий замок,2026-05-19,2004,119,6+,Япония,10:10,180
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,10:10,180
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,17:45,380
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,10:10,180
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,12:50,230
Отец,2026-05-19,2026,106,16+,Россия,10:40,180
Коммерсант,2026-05-19,2025,,18+,Россия,11:35,230
Коммерсант,2026-05-19,2025,,18+,Россия,15:45,330
Коммерсант,2026-05-19,2025,,18+,Россия,20:00,380
Грузовички,2026-05-19,2026,,6+,Россия,12:15,230
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,12:35,230
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,16:40,330
Вот это драма!,2026-05-19,2026,106,18+,США,13:35,280
Вот это драма!,2026-05-19,2026,106,18+,США,17:50,380
Вот это драма!,2026-05-19,2026,106,18+,США,22:00,380
Домовенок Кузя-2,2026-05-19,2026,90,6+,,13:55,280
Унесённые призраками,2026-05-19,2001,125,12+,Япония,14:15,280
Своя в доску,2026-05-19,2026,90,6+,Россия,14:55,280
Своя в доску,2026-05-19,2026,90,6+,Россия,19:20,380
Приключения желтого чемоданчика,2026-05-19,2026,,6+,Россия,15:50,330
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,17:00,380
Грация,2026-05-19,2025,131,18+,Италия,19:00,380
Грация,2026-05-19,2025,131,18+,Италия,21:35,380
Шепот сердца,2026-05-19,1995,111,16+,Япония,19:50,380
Разговор,2026-05-19,1974,113,18+,США,21:20,380
Хокум,2026-05-19,2026,107,18+,"Ирландия, ОАЭ, США",22:05,380
Ветер крепчает,2026-05-19,2014,126,12+,Япония,10:10,320
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,10:30,320
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,11:55,370
Моя собака — космонавт,2026-05-19,2025,120,6+,,10:35,320
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,11:00,370
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,15:25,420
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,12:40,370
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,18:35,470
Ходячий замок,2026-05-19,2004,119,6+,Япония,12:50,370
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,13:10,420
Вот это драма!,2026-05-19,2026,106,18+,США,13:20,420
Вот это драма!,2026-05-19,2026,106,18+,США,17:40,470
Приключения желтого чемоданчика,2026-05-19,2026,,6+,Россия,15:00,420
Своя в доску,2026-05-19,2026,90,6+,Россия,15:10,420
Своя в доску,2026-05-19,2026,90,6+,Россия,19:00,470
Коммерсант,2026-05-19,2025,,18+,Россия,15:30,420
Коммерсант,2026-05-19,2025,,18+,Россия,19:55,470
Коммерсант,2026-05-19,2025,,18+,Россия,22:05,470
Возвращение кота,2026-05-19,2002,75,0+,Япония,16:55,420
Шурале,2026-05-19,2025,90,18+,Россия,17:10,470
Патэма наоборот,2026-05-19,2013,98,12+,Япония,17:35,470
Ускользающая красота,2026-05-19,1995,118,16+,"Италия, Франция, Великобритания",19:30,470
Грация,2026-05-19,2025,131,18+,Италия,20:55,470
Разговор,2026-05-19,1974,113,18+,США,21:05,470
Хокум,2026-05-19,2026,107,18+,"Ирландия, ОАЭ, США",21:50,470
Ждун 2,2026-05-19,2026,,6+,Россия,10:10,250
Грация,2026-05-19,2025,131,18+,Италия,10:30,250
Грация,2026-05-19,2025,131,18+,Италия,13:10,330
Грация,2026-05-19,2025,131,18+,Италия,17:45,420
Грация,2026-05-19,2025,131,18+,Италия,20:25,420
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,12:15,280
Коммерсант,2026-05-19,2025,,18+,Россия,14:30,330
Шурале,2026-05-19,2025,90,18+,Россия,15:50,350
Вот это драма!,2026-05-19,2026,106,18+,США,16:35,350
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,18:50,420
Разговор,2026-05-19,1974,113,18+,США,21:00,420
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,10:30,230
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,13:10,270
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,16:50,370
Хокум,2026-05-19,2026,107,18+,"Ирландия, ОАЭ, США",13:35,270
Шурале,2026-05-19,2025,90,18+,Россия,14:50,370
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,15:45,370
Ускользающая красота,2026-05-19,1995,118,16+,"Италия, Франция, Великобритания",18:05,420
Разговор,2026-05-19,1974,113,18+,США,18:20,420
На гребне волны,2026-05-19,1991,120,16+,США,20:25,420
Коммерсант,2026-05-19,2025,,18+,Россия,20:40,420
Ведьмина служба доставки,2026-05-19,1989,103,6+,Япония,10:35,180
Шурале,2026-05-19,2025,90,18+,Россия,10:50,190
Возвращение кота,2026-05-19,2002,75,0+,Япония,12:40,230
Своя в доску,2026-05-19,2026,90,6+,Россия,12:50,240
Человек-бензопила. Фильм: История Резе,2026-05-19,2025,99,18+,,14:20,250
Вверх по волшебному дереву,2026-05-19,2026,110,6+,Великобритания,14:50,290
Чунгкингский экспресс,2026-05-19,1994,98,18+,Гонконг,16:25,250
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,17:00,350
Ускользающая красота,2026-05-19,1995,118,16+,"Италия, Франция, Великобритания",18:25,280
Вот это драма!,2026-05-19,2026,106,18+,США,19:05,350
Разговор,2026-05-19,1974,113,18+,США,20:45,280
Коммерсант,2026-05-19,2025,,18+,Россия,21:15,350
Ходячий замок,2026-05-19,2004,119,6+,Япония,10:55,180
На гребне волны,2026-05-19,1991,120,16+,США,13:15,230
Рыбка Поньо на утесе,2026-05-19,2009,108,6+,Япония,15:40,230
Лео и Тиг. Дорога на Байкал,2026-05-19,2026,65,6+,Россия,15:55,270
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,17:20,330
5 сантиметров в секунду,2026-05-19,2008,63,12+,Япония,17:40,270
Патэма наоборот,2026-05-19,2013,98,12+,Япония,19:00,270
Тинторетто: Бунтарь в Венеции,2026-05-19,2019,90,16+,Италия,19:20,300
Разговор,2026-05-19,1974,113,18+,США,20:55,270
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,21:10,330
Ждун 2,2026-05-19,2026,,6+,Россия,11:15,380
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,13:15,420
Семь верст до рассвета,2026-05-19,2026,102,16+,Россия,19:40,480
Ангелы Ладоги,2026-05-19,2026,,12+,Россия,15:20,420
Своя в доску,2026-05-19,2026,90,6+,Россия,17:40,480
На гребне волны,2026-05-19,1991,120,16+,США,13:00,650
Хокум,2026-05-19,2026,107,18+,"Ирландия, ОАЭ, США",16:00,650
Пока небо смотрит,2026-05-19,2026,75,18+,Россия,19:00,1000
Олдбой,2026-05-19,2003,120,18+,Южная Корея,13:35,250
Сентиментальная ценность,2026-05-19,2025,132,18+,"Норвегия, Германия, Дания, Франция, Швеция, Великобритания",15:50,350
Ускользающая красота,2026-05-19,1995,118,16+,"Италия, Франция, Великобритания",18:20,350
«Питер FM»,2026-05-19,2006,86,12+,Россия,20:30,350
Вверх по волшебному дереву,2026-05-20,2026,110,6+,Великобритания,09:00,190
Посторонний,2026-05-20,2025,122,18+,,10:45,180
Любовное настроение,2026-05-20,2000,98,18+,Гонгконг,13:05,230
Ускользающая красота,2026-05-20,1995,118,16+,"Италия, Франция, Великобритания",14:50,230
Лео и Тиг. Дорога на Байкал,2026-05-20,2026,65,6+,Россия,15:45,340
Патэма наоборот,2026-05-20,2013,98,12+,Япония,17:00,280
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,17:10,380
Ветер крепчает,2026-05-20,2014,126,12+,Япония,18:50,280
Коммерсант,2026-05-20,2025,,18+,Россия,19:05,380
Шурале,2026-05-20,2025,90,18+,Россия,20:55,380
Полутон,2026-05-20,2025,94,18+,Канада,21:10,280
Лео и Тиг. Дорога на Байкал,2026-05-20,2026,65,6+,Россия,09:30,200
Ускользающая красота,2026-05-20,1995,118,16+,"Италия, Франция, Великобритания",10:25,180
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,10:55,200
На гребне волны,2026-05-20,1991,120,16+,США,12:35,200
Своя в доску,2026-05-20,2026,90,6+,Россия,13:00,280
Падшие ангелы,2026-05-20,,99,18+,Гонконг,14:45,230
Ангелы Ладоги,2026-05-20,2026,,12+,Россия,14:55,280
Вверх по волшебному дереву,2026-05-20,2026,110,6+,Великобритания,15:45,280
Ведьмина служба доставки,2026-05-20,1989,103,6+,Япония,16:40,250
Хокум,2026-05-20,2026,107,18+,"Ирландия, ОАЭ, США",17:10,440
Коммерсант,2026-05-20,2025,,18+,Россия,18:00,330
Унесённые призраками,2026-05-20,2001,125,12+,Япония,18:40,270
TheatreHD: Зальцбург. Дон Карлос,2026-05-20,2013,255,16+,Австрия,19:15,1100
Вот это драма!,2026-05-20,2026,106,18+,США,20:00,330
Любовное настроение,2026-05-20,2000,98,18+,Гонгконг,20:55,270
Лео и Тиг. Дорога на Байкал,2026-05-20,2026,65,6+,Россия,09:35,190
Лео и Тиг. Дорога на Байкал,2026-05-20,2026,65,6+,Россия,10:50,190
Падшие ангелы,2026-05-20,,99,18+,Гонконг,12:20,250
Своя в доску,2026-05-20,2026,90,6+,Россия,13:45,250
Вверх по волшебному дереву,2026-05-20,2026,110,6+,Великобритания,14:25,320
Любовное настроение,2026-05-20,2000,98,18+,Гонгконг,16:40,320
Коммерсант,2026-05-20,2025,,18+,Россия,18:40,390
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,20:00,390
5 сантиметров в секунду,2026-05-20,2008,63,12+,Япония,20:45,390
Вверх по волшебному дереву,2026-05-20,2026,110,6+,Великобритания,09:45,190
Ангелы Ладоги,2026-05-20,2026,,12+,Россия,10:00,190
Ангелы Ладоги,2026-05-20,2026,,12+,Россия,19:15,390
Лео и Тиг. Дорога на Байкал,2026-05-20,2026,65,6+,Россия,12:00,250
Своя в доску,2026-05-20,2026,90,6+,Россия,12:20,250
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,14:20,320
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,17:40,390
Грузовички,2026-05-20,2026,,6+,Россия,15:55,320
Грация,2026-05-20,2025,131,18+,Италия,16:30,320
Коммерсант,2026-05-20,2025,,18+,Россия,19:45,390
Коммерсант,2026-05-20,2025,,18+,Россия,21:55,390
Шурале,2026-05-20,2025,90,18+,Россия,21:40,390
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,10:00,320
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,14:00,420
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,18:20,470
Ангелы Ладоги,2026-05-20,2026,,12+,Россия,10:05,320
Ангелы Ладоги,2026-05-20,2026,,12+,Россия,14:35,420
Ангелы Ладоги,2026-05-20,2026,,12+,Россия,19:05,470
Грузовички,2026-05-20,2026,,6+,Россия,10:15,320
Своя в доску,2026-05-20,2026,90,6+,Россия,11:20,370
Своя в доску,2026-05-20,2026,90,6+,Россия,15:25,420
Домовенок Кузя-2,2026-05-20,2026,90,6+,,11:55,370
Лео и Тиг. Дорога на Байкал,2026-05-20,2026,65,6+,Россия,12:05,370
Вот это драма!,2026-05-20,2026,106,18+,США,12:25,370
Вот это драма!,2026-05-20,2026,106,18+,США,15:30,420
Вот это драма!,2026-05-20,2026,106,18+,США,19:45,470
Рыбка Поньо на утесе,2026-05-20,2009,108,6+,Япония,13:25,420
Коммерсант,2026-05-20,2025,,18+,Россия,13:30,420
Коммерсант,2026-05-20,2025,,18+,Россия,17:40,470
Коммерсант,2026-05-20,2025,,18+,Россия,22:00,470
Моя собака — космонавт,2026-05-20,2025,120,6+,,16:10,420
Вверх по волшебному дереву,2026-05-20,2026,110,6+,Великобритания,16:55,420
Шурале,2026-05-20,2025,90,18+,Россия,17:25,470
Разговор,2026-05-20,1974,113,18+,США,19:20,470
Ускользающая красота,2026-05-20,1995,118,16+,"Италия, Франция, Великобритания",20:30,470
Грация,2026-05-20,2025,131,18+,Италия,21:25,470
Хокум,2026-05-20,2026,107,18+,"Ирландия, ОАЭ, США",21:45,470
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,10:00,180
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,13:55,280
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,18:05,380
Лео и Тиг. Дорога на Байкал,2026-05-20,2026,65,6+,Россия,10:00,180
Лео и Тиг. Дорога на Байкал,2026-05-20,2026,65,6+,Россия,11:25,230
